epoch,step,train_acc,train_loss,val_acc,val_loss
0,49,0.4375,1.553741455078125,,
0,99,0.3125,1.426300048828125,,
0,149,0.5625,1.1497344970703125,,
0,199,0.5625,1.1015396118164062,,
0,249,0.5625,1.3133163452148438,,
0,299,0.5625,1.1249542236328125,,
0,349,0.6875,0.8101119995117188,,
0,399,0.9375,0.3055763244628906,,
0,449,0.75,0.5487060546875,,
0,499,0.75,0.7664580345153809,,
0,549,0.9375,0.2478342056274414,,
0,599,0.9375,0.3389502763748169,,
0,649,0.875,0.23691892623901367,,
0,699,0.8125,0.3826742172241211,,
0,749,0.8125,0.3963487148284912,,
0,799,0.8125,0.4889650344848633,,
0,849,0.875,0.2249678373336792,,
0,899,0.9375,0.1762866973876953,,
0,949,1.0,0.18036365509033203,,
0,999,0.9375,0.27193397283554077,,
0,1049,0.9375,0.17558526992797852,,
0,1099,1.0,0.06214559078216553,,
0,1149,0.875,0.3512042760848999,,
0,1199,1.0,0.10916733741760254,,
0,1249,0.9375,0.14314943552017212,,
0,1250,,,0.8886556625366211,0.33415788412094116
